order_id,order_date,year,month,country,state,sales_channel,customer_age_group,customer_gender,product_category,sub_category,product_name,brand,order_quantity,unit_cost,unit_price,discount_pct,discount_amount,revenue,cost,profit,rating,quality_score,stock_status
ORD-00273,2024-12-25,2024,12,Australia,New South Wales,Retail Partner,45-54,Female,Accessories,Locks,SecureLock Pro,Guardian,4,18,52.03,0.25,52.03,156.09,72,84.09,4.2,85,Low Stock
ORD-00274,2025-03-15,2025,3,United Kingdom,England,Retail Partner,55+,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,863.9,0.2,518.34,2073.36,1770,303.36,4.2,84,In Stock
ORD-00275,2025-12-08,2025,12,United States,New York,Amazon,45-54,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,5,590,941.45,0.15,706.09,4001.16,2950,1051.16,4.1,84,Low Stock
ORD-00276,2024-04-25,2024,4,Canada,Alberta,Company Website,35-44,Male,Accessories,Locks,SecureLock Pro,Guardian,11,18,49.92,0,0.0,549.12,198,351.12,4.2,85,Out of Stock
ORD-00277,2025-01-31,2025,1,France,Occitanie,Retail Partner,18-24,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,5,280,485.26,0.2,485.26,1941.04,1400,541.04,3.2,79,In Stock
ORD-00278,2024-09-25,2024,9,Canada,Ontario,Company Website,45-54,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,4,420,690.08,0.15,414.05,2346.27,1680,666.27,4.3,86,In Stock
ORD-00279,2025-02-15,2025,2,United States,Washington,Amazon,55+,Female,Accessories,Helmets,SafeRide Helmet,Apex,11,22,58.18,0,0.0,639.98,242,397.98,4.2,88,In Stock
ORD-00280,2025-02-04,2025,2,France,Provence-Alpes-Cote d'Azur,Retail Partner,25-34,Male,Accessories,Locks,SecureLock Pro,Guardian,12,18,46.97,0.2,112.73,450.91,216,234.91,4.4,85,In Stock
ORD-00281,2024-09-07,2024,9,United States,Florida,Amazon,18-24,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1233.95,0.15,740.37,4195.43,3040,1155.43,4.4,91,Low Stock
ORD-00282,2024-05-20,2024,5,Australia,New South Wales,Retail Partner,35-44,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,1016.97,0.05,203.39,3864.49,2560,1304.49,4.8,89,Low Stock
ORD-00283,2025-01-15,2025,1,Canada,Quebec,Retail Partner,18-24,Female,Accessories,Bottles,HydroBottle,Guardian,3,5,18.88,0,0.0,56.64,15,41.64,3.5,76,In Stock
ORD-00284,2025-04-11,2025,4,France,Occitanie,Amazon,55+,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,4,420,679.21,0.15,407.53,2309.31,1680,629.31,4.3,86,In Stock
ORD-00285,2024-04-28,2024,4,Canada,Ontario,Amazon,55+,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,1,420,668.23,0,0.0,668.23,420,248.23,3.8,86,In Stock
ORD-00286,2025-11-02,2025,11,Germany,Berlin,Company Website,18-24,Other,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,491.65,0.2,196.66,786.64,560,226.64,4.3,79,In Stock
ORD-00287,2025-11-20,2025,11,United States,Texas,Company Website,18-24,Other,Road Bikes,Endurance Road,EnduroRide 250,Velocity,5,590,862.11,0.25,1077.64,3232.91,2950,282.91,3.9,84,Low Stock
ORD-00288,2025-04-12,2025,4,United States,New York,Amazon,45-54,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,945.74,0.15,425.58,2411.64,1770,641.64,4.1,84,In Stock
ORD-00289,2025-08-28,2025,8,Germany,Berlin,Retail Partner,18-24,Female,Accessories,Bottles,HydroBottle,Guardian,10,5,18.42,0,0.0,184.2,50,134.2,3.9,76,In Stock
ORD-00290,2024-01-02,2024,1,Australia,Victoria,Company Website,45-54,Male,Accessories,Bottles,HydroBottle,Guardian,6,5,18.56,0,0.0,111.36,30,81.36,3.8,76,Out of Stock
ORD-00291,2024-05-25,2024,5,Australia,Victoria,Retail Partner,18-24,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,1,760,1278.91,0,0.0,1278.91,760,518.91,4.1,91,In Stock
ORD-00292,2024-04-07,2024,4,France,Ile-de-France,Retail Partner,25-34,Male,Accessories,Locks,SecureLock Pro,Guardian,8,18,50.32,0,0.0,402.56,144,258.56,4.1,85,In Stock
ORD-00293,2024-10-25,2024,10,United Kingdom,Scotland,Amazon,55+,Male,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1487.63,0.2,892.58,3570.31,2700,870.31,4.4,93,Low Stock
ORD-00294,2024-06-08,2024,6,United States,Texas,Amazon,45-54,Female,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,2,1200,2004.69,0.05,200.47,3808.91,2400,1408.91,4.8,95,In Stock
ORD-00295,2025-04-19,2025,4,United Kingdom,England,Company Website,25-34,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,2,760,1186.47,0.2,474.59,1898.35,1520,378.35,4.4,91,In Stock
ORD-00296,2025-12-29,2025,12,Canada,Quebec,Amazon,45-54,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1474.75,0.2,884.85,3539.4,2700,839.4,4.3,93,Out of Stock
ORD-00297,2025-07-23,2025,7,Australia,Queensland,Amazon,25-34,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,1,590,865.96,0.1,86.6,779.36,590,189.36,4.1,84,In Stock
ORD-00298,2025-02-14,2025,2,United Kingdom,Wales,Amazon,18-24,Male,Accessories,Locks,SecureLock Pro,Guardian,12,18,50.26,0,0.0,603.12,216,387.12,4.0,85,In Stock
ORD-00299,2024-07-21,2024,7,Australia,Victoria,Company Website,45-54,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,964.96,0.05,48.25,916.71,640,276.71,4.5,89,Low Stock
ORD-00300,2024-01-31,2024,1,Germany,Hesse,Company Website,25-34,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,3,640,1067.01,0,0.0,3201.03,1920,1281.03,4.4,89,In Stock
ORD-00301,2025-09-20,2025,9,France,Provence-Alpes-Cote d'Azur,Amazon,45-54,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,902.2,0.1,270.66,2435.94,1770,665.94,4.0,84,In Stock
ORD-00302,2025-10-20,2025,10,France,Ile-de-France,Company Website,45-54,Other,Accessories,Locks,SecureLock Pro,Guardian,10,18,52.85,0,0.0,528.5,180,348.5,4.1,85,Low Stock
ORD-00303,2025-05-11,2025,5,United Kingdom,Wales,Company Website,18-24,Female,Accessories,Helmets,SafeRide Helmet,Apex,7,22,58.12,0.1,40.68,366.16,154,212.16,4.6,88,In Stock
ORD-00304,2025-06-26,2025,6,United Kingdom,Wales,Retail Partner,18-24,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,2,590,883.02,0,0.0,1766.04,1180,586.04,4.2,84,In Stock
ORD-00305,2025-08-12,2025,8,Germany,Hamburg,Amazon,35-44,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,2,640,1026.0,0,0.0,2052.0,1280,772.0,4.5,89,Low Stock
ORD-00306,2025-07-31,2025,7,Canada,British Columbia,Amazon,25-34,Other,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,3,1200,1944.67,0.05,291.7,5542.31,3600,1942.31,4.3,95,In Stock
ORD-00307,2024-08-12,2024,8,United States,Washington,Company Website,18-24,Male,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,1,1200,2137.58,0.05,106.88,2030.7,1200,830.7,4.7,95,In Stock
ORD-00308,2024-05-31,2024,5,France,Provence-Alpes-Cote d'Azur,Company Website,45-54,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,1060.83,0.15,159.12,901.71,640,261.71,4.5,89,Out of Stock
ORD-00309,2024-04-13,2024,4,United Kingdom,Scotland,Company Website,25-34,Other,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,521.56,0,0.0,1043.12,560,483.12,3.6,79,In Stock
ORD-00310,2025-07-29,2025,7,Australia,Queensland,Company Website,35-44,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,512.26,0.2,204.9,819.62,560,259.62,4.0,79,In Stock
ORD-00311,2024-06-30,2024,6,Australia,New South Wales,Company Website,55+,Male,Accessories,Bottles,HydroBottle,Guardian,11,5,20.15,0.1,22.16,199.49,55,144.49,3.8,76,In Stock
ORD-00312,2025-10-16,2025,10,France,Ile-de-France,Company Website,25-34,Other,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,1,1200,2092.74,0.05,104.64,1988.1,1200,788.1,4.4,95,In Stock
ORD-00313,2024-03-31,2024,3,Australia,Queensland,Amazon,18-24,Male,Accessories,Locks,SecureLock Pro,Guardian,7,18,46.62,0.1,32.63,293.71,126,167.71,4.2,85,In Stock
ORD-00314,2025-01-30,2025,1,Germany,Hesse,Company Website,18-24,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,1063.57,0.1,425.43,3828.85,2560,1268.85,4.8,89,In Stock
ORD-00315,2025-08-14,2025,8,Australia,Queensland,Amazon,18-24,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,2,590,862.66,0.1,172.53,1552.79,1180,372.79,4.2,84,In Stock
ORD-00316,2024-06-23,2024,6,Germany,Berlin,Company Website,55+,Other,Accessories,Bottles,HydroBottle,Guardian,3,5,20.38,0.15,9.17,51.97,15,36.97,3.6,76,Out of Stock
ORD-00317,2025-05-09,2025,5,Australia,New South Wales,Amazon,45-54,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1542.4,0,0.0,4627.2,2700,1927.2,4.5,93,In Stock
ORD-00318,2025-07-21,2025,7,Australia,Queensland,Amazon,45-54,Other,Accessories,Helmets,SafeRide Helmet,Apex,6,22,58.21,0.2,69.85,279.41,132,147.41,4.3,88,In Stock
ORD-00319,2025-07-16,2025,7,Germany,Berlin,Amazon,18-24,Male,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,3,420,702.91,0,0.0,2108.73,1260,848.73,4.1,86,In Stock
ORD-00320,2024-07-30,2024,7,Canada,Quebec,Company Website,35-44,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1187.11,0,0.0,4748.44,3040,1708.44,4.9,91,In Stock
ORD-00321,2025-10-19,2025,10,France,Occitanie,Amazon,35-44,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,3,640,997.02,0.1,299.11,2691.95,1920,771.95,4.2,89,In Stock
ORD-00322,2024-03-04,2024,3,Canada,Ontario,Amazon,55+,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,3,760,1203.58,0.15,541.61,3069.13,2280,789.13,4.6,91,Low Stock
ORD-00323,2025-01-31,2025,1,France,Occitanie,Retail Partner,18-24,Other,Accessories,Helmets,SafeRide Helmet,Apex,12,22,60.44,0.1,72.53,652.75,264,388.75,4.3,88,In Stock
ORD-00324,2025-08-07,2025,8,France,Provence-Alpes-Cote d'Azur,Amazon,25-34,Male,Accessories,Locks,SecureLock Pro,Guardian,11,18,47.32,0,0.0,520.52,198,322.52,4.3,85,Low Stock
ORD-00325,2024-07-16,2024,7,Canada,Ontario,Company Website,35-44,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,1,900,1508.9,0.2,301.78,1207.12,900,307.12,5.0,93,Low Stock
ORD-00326,2024-03-09,2024,3,United States,Florida,Company Website,18-24,Other,Accessories,Helmets,SafeRide Helmet,Apex,8,22,58.55,0.15,70.26,398.14,176,222.14,4.3,88,In Stock
ORD-00327,2025-09-30,2025,9,France,Provence-Alpes-Cote d'Azur,Amazon,18-24,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,1,900,1453.21,0.1,145.32,1307.89,900,407.89,4.3,93,Out of Stock
ORD-00328,2024-04-13,2024,4,United Kingdom,Wales,Retail Partner,45-54,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,4,280,498.9,0.05,99.78,1895.82,1120,775.82,3.8,79,In Stock
ORD-00329,2024-06-25,2024,6,United Kingdom,Scotland,Retail Partner,25-34,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,5,640,1037.47,0.15,778.1,4409.25,3200,1209.25,4.2,89,Low Stock
ORD-00330,2025-05-01,2025,5,United Kingdom,Scotland,Retail Partner,18-24,Male,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,3,420,692.31,0.05,103.85,1973.08,1260,713.08,4.3,86,Low Stock
ORD-00331,2024-05-17,2024,5,United Kingdom,Wales,Company Website,45-54,Other,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,2,1200,2088.44,0.05,208.84,3968.04,2400,1568.04,4.6,95,In Stock
ORD-00332,2025-01-17,2025,1,United States,Washington,Retail Partner,55+,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,1041.2,0.05,52.06,989.14,640,349.14,4.3,89,In Stock
ORD-00333,2024-06-26,2024,6,Canada,British Columbia,Company Website,55+,Female,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,2,420,705.53,0,0.0,1411.06,840,571.06,4.5,86,In Stock
ORD-00334,2025-10-12,2025,10,United States,California,Company Website,55+,Other,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,923.48,0.1,277.04,2493.4,1770,723.4,3.9,84,In Stock
ORD-00335,2024-12-24,2024,12,United Kingdom,England,Amazon,25-34,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,549.14,0.1,54.91,494.23,310,184.23,4.2,82,Out of Stock
ORD-00336,2024-07-30,2024,7,United Kingdom,Wales,Retail Partner,18-24,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1592.54,0,0.0,4777.62,2700,2077.62,4.9,93,Out of Stock
ORD-00337,2024-05-15,2024,5,Australia,New South Wales,Retail Partner,35-44,Female,Accessories,Lights,NightBeam Light Set,Apex,2,12,38.33,0,0.0,76.66,24,52.66,4.1,81,Out of Stock
ORD-00338,2025-01-20,2025,1,United Kingdom,Scotland,Retail Partner,45-54,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,2,310,543.11,0.1,108.62,977.6,620,357.6,3.8,82,In Stock
ORD-00339,2024-04-14,2024,4,United States,Washington,Amazon,35-44,Female,Accessories,Locks,SecureLock Pro,Guardian,7,18,50.67,0.15,53.2,301.49,126,175.49,3.9,85,In Stock
ORD-00340,2025-10-17,2025,10,United Kingdom,Scotland,Amazon,55+,Female,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,3,310,532.25,0,0.0,1596.75,930,666.75,3.9,82,Low Stock
ORD-00341,2025-11-07,2025,11,United Kingdom,Wales,Amazon,55+,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,1078.59,0.25,269.65,808.94,640,168.94,4.4,89,In Stock
ORD-00342,2025-08-08,2025,8,Canada,Quebec,Retail Partner,35-44,Other,Accessories,Bottles,HydroBottle,Guardian,5,5,19.37,0.2,19.37,77.48,25,52.48,4.1,76,Low Stock
ORD-00343,2024-11-03,2024,11,Canada,British Columbia,Retail Partner,35-44,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,574.43,0.15,86.16,488.27,310,178.27,4.0,82,Low Stock
ORD-00344,2024-04-01,2024,4,Canada,Quebec,Company Website,55+,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,946.15,0.1,283.84,2554.61,1770,784.61,3.8,84,In Stock
ORD-00345,2025-04-19,2025,4,United States,Florida,Retail Partner,45-54,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,5,420,749.86,0.15,562.39,3186.91,2100,1086.91,4.7,86,In Stock
ORD-00346,2024-11-01,2024,11,Germany,Bavaria,Company Website,25-34,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,2,640,1002.19,0.2,400.88,1603.5,1280,323.5,4.6,89,In Stock
ORD-00347,2024-07-03,2024,7,United States,Florida,Amazon,55+,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,515.21,0.05,51.52,978.9,560,418.9,4.1,79,Low Stock
ORD-00348,2025-05-16,2025,5,United States,Texas,Company Website,45-54,Male,Accessories,Lights,NightBeam Light Set,Apex,8,12,39.23,0.2,62.77,251.07,96,155.07,4.0,81,In Stock
ORD-00349,2024-02-08,2024,2,France,Ile-de-France,Amazon,25-34,Male,Accessories,Bottles,HydroBottle,Guardian,7,5,20.25,0,0.0,141.75,35,106.75,3.8,76,In Stock
ORD-00350,2025-12-11,2025,12,United Kingdom,Scotland,Company Website,35-44,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,970.74,0.2,194.15,776.59,640,136.59,4.1,89,Low Stock
ORD-00351,2025-06-16,2025,6,France,Provence-Alpes-Cote d'Azur,Amazon,25-34,Female,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,4,280,538.63,0.2,430.9,1723.62,1120,603.62,3.6,79,In Stock
ORD-00352,2024-01-20,2024,1,Canada,British Columbia,Amazon,18-24,Female,Accessories,Bottles,HydroBottle,Guardian,4,5,19.86,0,0.0,79.44,20,59.44,4.2,76,In Stock
ORD-00353,2025-12-29,2025,12,Australia,New South Wales,Amazon,18-24,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1539.79,0.1,461.94,4157.43,2700,1457.43,4.7,93,Low Stock
ORD-00354,2025-03-30,2025,3,Germany,Bavaria,Retail Partner,18-24,Female,Accessories,Helmets,SafeRide Helmet,Apex,6,22,61.43,0.1,36.86,331.72,132,199.72,4.3,88,In Stock
ORD-00355,2025-03-06,2025,3,Australia,New South Wales,Retail Partner,55+,Male,Accessories,Locks,SecureLock Pro,Guardian,10,18,50.52,0.05,25.26,479.94,180,299.94,4.0,85,Low Stock
ORD-00356,2024-10-16,2024,10,United States,California,Retail Partner,25-34,Female,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,1,1200,1950.96,0.15,292.64,1658.32,1200,458.32,4.5,95,In Stock
ORD-00357,2025-12-21,2025,12,Germany,Hamburg,Amazon,18-24,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,1067.28,0.25,266.82,800.46,640,160.46,4.3,89,In Stock
ORD-00358,2025-08-10,2025,8,Australia,Victoria,Company Website,25-34,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,958.8,0.15,143.82,814.98,640,174.98,4.1,89,In Stock
ORD-00359,2024-10-30,2024,10,United Kingdom,Scotland,Company Website,18-24,Male,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,1,420,743.48,0,0.0,743.48,420,323.48,4.3,86,In Stock
ORD-00360,2024-02-16,2024,2,United States,Texas,Retail Partner,35-44,Other,Accessories,Locks,SecureLock Pro,Guardian,12,18,48.64,0,0.0,583.68,216,367.68,3.9,85,Low Stock
ORD-00361,2024-04-05,2024,4,United Kingdom,Scotland,Company Website,45-54,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,1001.03,0.1,100.1,900.93,640,260.93,3.9,89,In Stock
ORD-00362,2024-06-19,2024,6,United States,Texas,Company Website,55+,Other,Accessories,Bottles,HydroBottle,Guardian,2,5,18.31,0,0.0,36.62,10,26.62,3.9,76,Low Stock
ORD-00363,2025-03-24,2025,3,Canada,Alberta,Company Website,45-54,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,5,280,530.01,0,0.0,2650.05,1400,1250.05,4.2,79,Low Stock
ORD-00364,2025-02-25,2025,2,Germany,Bavaria,Retail Partner,55+,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,3,760,1188.03,0.2,712.82,2851.27,2280,571.27,4.2,91,In Stock
ORD-00365,2025-08-13,2025,8,Australia,Queensland,Amazon,45-54,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,915.19,0.15,411.84,2333.73,1770,563.73,4.1,84,In Stock
ORD-00366,2025-11-10,2025,11,Australia,Queensland,Retail Partner,45-54,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,1,900,1426.32,0.1,142.63,1283.69,900,383.69,4.5,93,Low Stock
ORD-00367,2024-06-18,2024,6,United States,Florida,Company Website,25-34,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,536.98,0.05,53.7,1020.26,560,460.26,4.1,79,In Stock
ORD-00368,2025-04-15,2025,4,Germany,Hesse,Retail Partner,18-24,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1188.31,0.1,475.32,4277.92,3040,1237.92,4.6,91,Out of Stock
ORD-00369,2025-02-17,2025,2,Germany,Bavaria,Retail Partner,55+,Male,Accessories,Helmets,SafeRide Helmet,Apex,10,22,62.38,0,0.0,623.8,220,403.8,4.5,88,In Stock
ORD-00370,2025-11-01,2025,11,Australia,Victoria,Retail Partner,55+,Female,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,3,280,528.82,0.15,237.97,1348.49,840,508.49,3.3,79,In Stock
ORD-00371,2025-11-03,2025,11,United Kingdom,Wales,Retail Partner,55+,Female,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,1,1200,1899.62,0.15,284.94,1614.68,1200,414.68,4.5,95,Low Stock
ORD-00372,2025-12-19,2025,12,United States,California,Amazon,18-24,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,962.94,0.25,962.94,2888.82,2560,328.82,4.7,89,In Stock
ORD-00373,2024-08-08,2024,8,Germany,Berlin,Amazon,45-54,Female,Accessories,Bottles,HydroBottle,Guardian,7,5,19.92,0,0.0,139.44,35,104.44,4.1,76,In Stock
ORD-00374,2025-11-05,2025,11,France,Provence-Alpes-Cote d'Azur,Retail Partner,45-54,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,1020.9,0.1,408.36,3675.24,2560,1115.24,4.5,89,In Stock
ORD-00375,2024-06-30,2024,6,Australia,Queensland,Company Website,45-54,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,2,640,999.36,0,0.0,1998.72,1280,718.72,4.0,89,In Stock
ORD-00376,2025-12-10,2025,12,Canada,Quebec,Retail Partner,55+,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,2,900,1580.88,0.25,790.44,2371.32,1800,571.32,4.3,93,In Stock
ORD-00377,2025-12-19,2025,12,France,Occitanie,Retail Partner,25-34,Other,Accessories,Bottles,HydroBottle,Guardian,10,5,18.55,0.15,27.82,157.68,50,107.68,3.7,76,In Stock
ORD-00378,2025-10-27,2025,10,Canada,Quebec,Retail Partner,45-54,Other,Accessories,Bottles,HydroBottle,Guardian,3,5,19.44,0.05,2.92,55.4,15,40.4,3.7,76,In Stock
ORD-00379,2025-06-30,2025,6,United Kingdom,Scotland,Amazon,35-44,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,5,420,666.35,0,0.0,3331.75,2100,1231.75,4.4,86,In Stock
ORD-00380,2024-09-13,2024,9,Canada,Ontario,Company Website,18-24,Other,Accessories,Bottles,HydroBottle,Guardian,6,5,19.91,0,0.0,119.46,30,89.46,4.1,76,In Stock
ORD-00381,2025-11-22,2025,11,Australia,Queensland,Amazon,45-54,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,5,590,913.76,0.15,685.32,3883.48,2950,933.48,4.2,84,In Stock
ORD-00382,2025-03-02,2025,3,Australia,Victoria,Company Website,25-34,Other,Accessories,Helmets,SafeRide Helmet,Apex,2,22,61.75,0,0.0,123.5,44,79.5,3.9,88,In Stock
ORD-00383,2025-12-22,2025,12,Australia,Queensland,Retail Partner,18-24,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,5,280,524.4,0.15,393.3,2228.7,1400,828.7,4.1,79,In Stock
ORD-00384,2024-06-26,2024,6,Australia,Queensland,Amazon,25-34,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1205.84,0,0.0,4823.36,3040,1783.36,4.5,91,In Stock
ORD-00385,2024-09-18,2024,9,United States,New York,Retail Partner,55+,Other,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,3,1200,1909.43,0,0.0,5728.29,3600,2128.29,5,95,Low Stock
ORD-00386,2024-11-04,2024,11,Germany,Hamburg,Retail Partner,25-34,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,3,760,1288.22,0.15,579.7,3284.96,2280,1004.96,4.4,91,In Stock
ORD-00387,2025-07-10,2025,7,France,Occitanie,Retail Partner,55+,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,3,760,1276.75,0,0.0,3830.25,2280,1550.25,4.4,91,In Stock
ORD-00388,2025-07-28,2025,7,Australia,New South Wales,Retail Partner,25-34,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,3,760,1176.51,0.1,352.95,3176.58,2280,896.58,4.3,91,In Stock
ORD-00389,2025-11-29,2025,11,United Kingdom,Scotland,Retail Partner,45-54,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1142.9,0.2,914.32,3657.28,3040,617.28,4.1,91,In Stock
ORD-00390,2024-02-14,2024,2,United Kingdom,Wales,Retail Partner,55+,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,863.67,0.15,388.65,2202.36,1770,432.36,4.1,84,In Stock
ORD-00391,2025-10-03,2025,10,United States,Texas,Retail Partner,45-54,Other,Accessories,Locks,SecureLock Pro,Guardian,12,18,52.06,0,0.0,624.72,216,408.72,4.0,85,In Stock
ORD-00392,2024-03-14,2024,3,Australia,Queensland,Amazon,18-24,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,1,640,1042.15,0.1,104.22,937.93,640,297.93,4.5,89,In Stock
ORD-00393,2024-09-14,2024,9,France,Ile-de-France,Company Website,18-24,Other,Accessories,Lights,NightBeam Light Set,Apex,5,12,39.12,0.05,9.78,185.82,60,125.82,3.8,81,In Stock
ORD-00394,2024-01-07,2024,1,Australia,Queensland,Amazon,35-44,Other,Accessories,Lights,NightBeam Light Set,Apex,3,12,40.02,0.2,24.01,96.05,36,60.05,4.1,81,In Stock
ORD-00395,2024-04-18,2024,4,United Kingdom,Wales,Amazon,45-54,Male,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,5,310,541.64,0,0.0,2708.2,1550,1158.2,4.2,82,Low Stock
ORD-00396,2025-06-30,2025,6,Canada,British Columbia,Company Website,35-44,Male,Accessories,Bottles,HydroBottle,Guardian,8,5,18.78,0.15,22.54,127.7,40,87.7,3.7,76,In Stock
ORD-00397,2025-07-20,2025,7,France,Ile-de-France,Amazon,35-44,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,1,760,1228.32,0,0.0,1228.32,760,468.32,4.3,91,In Stock
ORD-00398,2025-02-26,2025,2,Australia,Queensland,Amazon,18-24,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,2,640,977.72,0,0.0,1955.44,1280,675.44,4.6,89,Low Stock
ORD-00399,2025-11-18,2025,11,France,Ile-de-France,Company Website,35-44,Female,Accessories,Helmets,SafeRide Helmet,Apex,9,22,58.28,0.1,52.45,472.07,198,274.07,4.4,88,In Stock
ORD-00400,2024-05-11,2024,5,Australia,Queensland,Company Website,45-54,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,1,590,926.45,0.05,46.32,880.13,590,290.13,4.1,84,Low Stock
ORD-00401,2024-12-02,2024,12,France,Provence-Alpes-Cote d'Azur,Amazon,45-54,Female,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,5,310,579.2,0.2,579.2,2316.8,1550,766.8,4.1,82,In Stock
